id,Confidence
877249912,0.9
855234064,0.8
873169003,0.6
715052115,0.9
872195174,0.8
736019958,0.8
758598621,0.9
872856988,0.7
836728527,1.0
727422060,1.0
895523071,0.7
810835368,0.9
836929936,0.8
884206589,1.0
850218384,0.8
850106902,0.8
833524213,0.9
808359223,1.0
758454813,0.7
736776382,0.7
727413825,0.8
887356686,0.9
877325404,0.9
856309498,0.8
869178695,0.6
830795835,0.9
851293531,0.7
794441431,1.0
848619432,0.9
826196659,0.9
780025352,0.9
845150630,0.9
888158860,1.0
791166986,1.0
723830468,0.8
885772437,1.0
762416401,0.9
809806648,0.9
849999581,0.7
784123452,0.9
891808036,0.8
730452680,0.9
885848604,0.9
861331002,0.6
851089489,1.0
839114892,0.8
723189017,0.9
754815138,0.9
818793675,0.9
859426808,0.9
774295741,0.8
836615527,0.8
826446644,0.8
846310657,0.8
874421318,0.8
867446158,1.0
836621105,1.0
847941059,0.8
867581376,0.7
872730532,0.9
783068679,0.9
735827025,1.0
846214690,1.0
837199079,0.9
826755733,0.6
839450140,1.0
873456070,0.8
868309381,0.7
768865334,0.8
783962098,0.7
771285220,0.8
721667237,0.7
776994792,0.9
870128977,0.3
777059015,0.9
858417746,0.9
827758603,1.0
845147566,0.8
818316398,0.8
715158308,0.7
786885741,0.7
877894468,0.9
807361481,0.8
849211267,0.9
737314509,1.0
850736242,0.8
798738801,0.8
780061717,0.9
892340328,0.7
847630553,0.8
762453265,0.9
821411577,0.8
867845151,0.8
806352590,0.9
744636722,0.9
873295233,0.9
828938850,0.8
805148129,0.7
874487017,0.9
738411536,1.0
857557052,0.8
790644245,1.0
868571796,0.7
848069019,0.9
748415225,0.8
859153333,0.9
823948600,0.9
792698067,0.9
847426401,1.0
736011712,0.9
807601260,0.9
806344442,0.9
820068122,0.9
801773437,0.9
874305546,0.9
897858836,0.0
758136875,0.8
804885643,0.9
855465855,0.9
870132084,0.9
877161210,0.7
775754389,0.9
837154780,0.7
795347467,0.8
731245596,1.0
796004774,0.9
801920934,0.9
818909244,0.9
863033940,0.9
877985813,0.9
781012366,1.0
720444478,1.0
844371639,0.8
818461437,0.9
804870659,0.9
831888490,1.0
809730165,0.9
754431513,1.0
796107312,0.8
830163721,1.0
779454094,0.8
779438385,0.8
778744816,0.7
866210824,0.9
859021208,0.7
876605872,0.9
836549619,0.7
894035175,0.9
872336536,0.9
838283215,0.8
717720270,0.9
798845433,0.7
862305452,0.9
740647375,0.6
731135661,0.9
846033859,1.0
804716136,0.8
790449106,0.8
801802143,0.9
788593258,0.8
879978396,0.8
820635557,1.0
832075389,1.0
778144093,1.0
862250999,0.9
858889891,0.9
839122097,0.8
748611256,0.8
857587300,0.9
775797832,0.9
851080890,0.9
847460243,0.8
718269053,0.8
840659075,0.9
773152202,1.0
866682922,0.9
784979164,0.8
780122284,1.0
879653840,0.9
835705444,0.7
832743658,1.0
804724514,0.8
834115540,0.9
846199564,0.9
845150846,1.0
872425432,0.7
790393875,1.0
837064717,0.7
880606943,0.8
847334365,0.9
776934104,0.8
738479797,1.0
870008146,0.7
845793520,1.0
873264632,0.8
868356810,0.9
798706001,1.0
785617047,0.9
854458431,0.7
775567774,0.9
804638145,0.9
733508854,0.9
861292621,0.8
847513849,0.8
768831907,0.8
884187263,0.8
748533059,0.9
780627103,0.8
876292120,0.8
829664052,0.9
837247727,0.9
847347267,0.9
874638772,0.8
797248320,0.8
872792343,0.8
858191649,0.9
867467059,1.0
884138170,0.9
735837044,0.8
786170955,0.3
792540342,0.9
724434098,0.8
751057922,0.9
895640363,0.9
850822109,0.8
848243188,0.8
730475778,0.9
847835073,0.9
779749865,0.8
788051653,0.9
801848077,0.8
876259401,0.9
724537703,0.9
785802716,0.9
858475625,0.9
719109143,0.9
787495731,1.0
818995133,0.8
836793889,1.0
807397973,0.6
797189378,0.95
784084331,1.0
798761706,0.9
859025387,0.9
724572965,1.0
750484863,0.8
787743529,0.8
883625309,0.6
725900933,0.9
843734887,0.8
877099030,0.8
868187128,0.8
893947916,1.0
884177985,1.0
834776483,0.7
808139334,1.0
885632276,0.9
816948841,0.8
780053547,0.9
850040790,0.9
803082583,0.9
867206931,0.9
835164459,0.9
847735629,0.8
779705693,0.8
840051914,0.8
889673764,1.0
823929359,0.9
857721971,0.9
801826166,0.9
846164324,0.9
740584802,0.8
889671981,0.6
873758943,0.8
887601548,0.8
721756301,0.8
869880733,0.8
792324855,0.9
778594585,0.9
884013067,0.9
819533440,0.6
740294373,0.9
834103095,0.8
843614652,1.0
889678152,0.8
796211656,0.8
742457451,0.9
808594824,0.7
721677659,0.9
783700651,0.8
748011161,1.0
870271433,0.9
771303808,0.9
840690946,1.0
721661086,0.9
884660025,0.9
828983010,1.0
858102710,1.0
802317725,0.7
884098663,0.9
890146244,0.8
874715588,0.9
750453856,0.8
809693028,0.8
852984309,0.9
836705732,0.8
858588432,0.7
835983426,1.0
832806472,1.0
776401668,0.8
869996820,0.8
833195545,0.9
847151306,0.9
738641104,1.0
837518420,0.9
895520716,0.5
754092194,0.8
884476462,1.0
868234381,0.8
767506152,1.0
781621536,0.8
844856722,0.9
714993517,0.6
847828805,0.8
770255570,0.9
890014141,1.0
819794319,0.8
845052366,0.9
884020001,0.9
836477428,0.8
721860051,0.8
880310284,0.9
797628595,0.8
772934744,0.9
849818083,1.0
855988825,0.9
866689713,0.8
791049943,0.9
828908699,0.7
819046288,0.8
805319463,1.0
880105717,0.9
817416590,0.7
747354754,0.6
809726045,1.0
884189814,0.9
845277284,0.7
796039652,0.9
819215673,1.0
853621182,0.8
828977332,1.0
808703699,0.9
790828307,0.9
751477374,0.9
884279954,0.9
773025436,0.8
738490539,0.9
851281251,0.9
776435258,0.9
838979675,1.0
843366591,1.0
850087026,0.9
795979664,0.9
787959612,0.6
858165052,0.8
876042418,1.0
834438897,0.7
738480481,0.8
857075257,1.0
879984603,0.9
847650146,0.9
829997920,0.8
778354745,0.9
868856233,1.0
792597931,1.0
721627950,1.0
839594691,0.9
839490938,0.8
795989447,0.9
840514589,0.9
803353855,1.0
824165201,0.9
848647609,0.9
826473424,0.7
837169612,0.9
872797786,0.9
796369420,0.9
850254836,0.7
851625628,0.8
782796499,0.9
783121099,0.9
846863188,0.8
801908141,0.7
796387889,0.8
867515725,0.9
846193506,1.0
852609250,0.8
775125900,0.8
807414242,0.9
798790527,0.9
865405101,0.9
804743494,1.0
737972453,0.9
866368246,0.8
783349136,1.0
846613235,0.7
832688206,0.9
764491978,0.9
861880828,0.9
754801233,0.9
837316157,0.8
844778825,0.9
883949905,0.9
856016600,0.8
844412311,1.0
830909514,0.8
736871749,1.0
899138960,0.8
803474107,0.9
882996583,0.9
845016271,1.0
837625474,0.7
833505061,0.8
883856166,0.9
830865247,1.0
831202173,0.8
860666932,0.6
821126384,0.8
808376700,1.0
835697246,0.7
834686440,0.8
843230990,0.8
852720919,0.9
750431055,0.7
857754679,0.9
741743813,0.9
879342126,0.9
771344098,0.9
816782638,0.8
818753359,0.9
849235440,0.9
868049729,0.9
721724503,0.9
833758185,1.0
781545707,0.9
847670931,0.9
847211666,0.9
790311040,0.9
745609437,0.8
864513599,0.9
744434577,0.7
808427067,0.8
830990092,1.0
820264738,0.7
830816297,0.8
868707447,0.9
800785800,0.7
788593064,0.8
797393722,0.8
750367618,1.0
779191671,0.7
793509938,0.8
872980318,1.0
821467316,0.9
820842255,0.8
804098432,0.7
868605438,0.8
884812641,0.9
833655001,0.8
779194305,0.9
838831105,0.9
798697049,1.0
736785640,0.8
841235190,1.0
848013935,0.9
785559860,0.5
894785708,0.8
881765594,0.9
879894617,0.8
794445102,1.0
784070409,0.8
748460349,0.9
778879162,0.9
789233802,0.9
786588546,0.8
893802696,0.9
823631530,0.9
836204401,0.7
853109138,0.8
817458623,0.9
870003647,0.6
891049464,1.0
758260042,0.9
857517968,0.3
855369593,0.9
744572883,0.9
831165691,0.8
879685221,0.8
818616684,0.9
813769754,0.9
868233843,1.0
724484626,0.9
780138796,0.9
848329898,0.8
742492832,0.8
762166798,0.9
826753644,0.8
898202169,0.8
834116938,0.8
874932847,1.0
774243510,0.9
840042191,0.8
856571578,1.0
820767528,0.8
839206713,0.9
785309028,1.0
828943599,0.9
738081153,1.0
809708817,1.0
797287105,0.9
899441437,0.9
810853992,0.8
828288438,0.8
844406132,0.9
858513128,0.7
820822506,0.8
869035470,1.0
870743551,0.8
842391203,0.9
833894452,0.9
855131357,0.8
785835238,0.5
842575280,1.0
835449829,0.9
782984729,0.9
818292242,0.8
792390693,0.8
880597561,1.0
805009406,1.0
847383495,0.8
845861633,1.0
790206062,0.8
731217401,0.7
754811432,1.0
727316988,0.8
806528713,0.8
817849393,0.9
851384532,0.7
810316384,0.8
809637019,1.0
868435773,0.9
832763993,0.7
824137780,0.8
758145260,1.0
858439050,0.9
891307959,1.0
833804983,0.9
836092571,0.9
758459328,0.8
752394429,0.9
874716900,0.9
888223988,0.8
758504128,0.7
840376771,0.8
884198086,1.0
894051557,1.0
786790532,1.0
797250327,0.9
869307268,0.9
821938610,1.0
872630069,0.9
863016564,0.5
798749662,0.9
801757249,0.9
850266799,0.6
789120202,0.9
867444171,0.7
805687875,1.0
803659223,0.8
786844169,0.9
804677666,0.8
836182568,0.8
747430525,0.8
775805960,0.9
770941742,0.9
861531786,0.8
894014085,0.7
766400195,0.8
841685821,0.9
760580425,0.9
888407772,0.8
731251381,0.7
752647449,0.9
787322932,0.7
772795224,0.9
779259734,0.8
800801479,1.0
784219969,0.8
842713752,0.8
810684443,1.0
846167201,0.9
861216763,0.6
750422379,0.9
785529651,0.9
844981690,0.9
777659851,0.9
856307944,0.7
781597743,0.9
867731342,0.9
721659485,1.0
864128133,0.8
725937602,0.9
801830713,1.0
835913359,0.8
883624666,0.9
779656053,0.8
865925099,0.9
895556593,0.9
869682275,0.8
821149424,0.9
731255037,0.8
817553150,1.0
754229974,0.8
796144563,1.0
831899492,0.7
737333526,0.9
790152818,0.8
817693311,1.0
731268098,0.9
847752836,0.8
756211743,0.8
776654193,0.8
858972585,0.9
845822967,0.9
872857294,0.9
837791367,1.0
895561826,0.8
793200318,0.9
721735986,0.9
748557478,0.9
851066567,0.9
805050901,0.9
858543008,0.9
809088242,0.6
761964032,0.8
721725827,0.8
790846965,0.8
842342155,0.8
789208211,0.8
880642094,0.9
815184005,0.7
792648768,1.0
884243148,0.8
845296322,0.9
805164763,0.8
846668328,0.8
780138720,1.0
758149113,0.9
880446537,0.8
789102135,0.8
834354906,1.0
780467872,0.9
724456175,0.9
883760305,0.9
868082395,0.8
781763844,0.8
827767490,0.9
876322336,0.9
840695958,0.8
810660153,0.9
737278983,0.9
809776826,0.9
865100051,0.9
820834190,0.8
780060805,1.0
828163879,0.9
840350677,0.9
826690428,0.8
838734878,0.7
839567954,0.9
790343195,1.0
792610143,0.9
840657643,0.8
880195017,0.9
865745895,0.8
795937541,0.9
848693855,0.8
716781777,0.9
805265913,0.3
835968528,1.0
835383314,0.9
816770985,0.9
834204816,0.7
791852638,0.8
876325005,0.9
868175086,0.8
867431431,0.8
840972728,0.7
869709505,0.9
847581437,1.0
835022703,0.9
865833263,0.8
781577785,0.8
805490299,0.9
853551351,0.8
828367233,0.0
884156309,0.9
754902931,0.9
724143279,1.0
802630479,1.0
850070709,0.9
784062243,0.9
808303918,0.9
844984419,0.9
776958926,0.8
797546468,0.9
884650766,1.0
715185769,0.9
801303610,0.8
872100425,0.7
781440127,0.6
787699950,0.9
843701885,0.9
779977344,0.9
873461259,0.9
870762690,0.3
828549373,1.0
860763120,0.7
853973817,0.8
865664068,0.9
831637944,0.8
842631983,0.8
784892271,0.9
862051472,0.8
801059021,0.7
775411549,0.9
813379677,0.8
858389981,0.9
719027916,0.7
893941457,0.9
851523867,0.9
852678080,0.8
783109973,1.0
731283654,0.9
845340169,0.9
805530040,1.0
779086039,0.9
804810562,0.8
780970578,1.0
801943803,0.9
821990504,0.8
837030593,0.9
754444794,0.7
752646229,0.7
835010598,0.9
874911265,0.8
777772564,0.8
790566128,0.9
841997700,1.0
716807247,0.8
855926513,1.0
842851089,0.9
875235251,1.0
783288964,0.7
852786292,0.7
730463107,0.9
792840213,0.9
854596714,0.9
780114798,0.8
836623771,0.7
855191221,0.8
830367973,0.9
791046017,0.8
878694041,0.8
884364640,0.9
834335204,0.8
789178434,0.9
735866477,0.6
835490509,0.8
824053629,0.8
876270976,0.9
840968982,0.9
780977578,0.8
868235282,0.9
843162276,0.9
850557830,0.9
869144618,0.9
791768643,0.8
772898680,1.0
828414111,0.9
810325507,0.8
824455325,0.9
818354032,0.9
825774012,0.7
884682508,0.9
847330955,1.0
721641842,0.9
778361012,0.9
778723264,1.0
779996325,0.7
884235812,0.8
804610548,0.8
780060342,0.9
845243600,0.9
760531641,0.9
831516356,0.9
855250900,0.6
866370409,0.8
841234484,0.7
869134069,0.8
857631795,0.9
895640413,0.8
857559493,1.0
754851718,0.7
834882242,0.8
846909193,0.9
802697070,0.7
798726916,0.9
778901109,0.9
804837624,0.8
777902148,0.8
861220153,0.9
782968894,0.8
715193394,1.0
780174845,0.9
738490914,0.8
885010188,0.9
831028540,0.8
822063202,0.5
783193027,0.8
868327782,0.8
838509612,0.9
853554559,1.0
883922176,1.0
848553952,0.8
847895153,0.8
735975586,0.9
847233205,0.9
820511303,0.9
880874421,1.0
808118151,0.9
782900048,0.7
865017425,1.0
839945969,0.9
893844952,0.8
840518427,0.9
837650895,0.8
883895401,0.9
835397090,0.7
762166804,0.8
837872779,0.8
837146742,0.9
758521360,0.9
844848689,0.6
877112526,0.8
861928549,0.8
856118612,0.9
878396538,0.9
742449761,0.9
852664695,1.0
850424444,0.8
861871974,0.7
841584983,0.8
837607448,0.8
848668435,0.9
850260290,1.0
888194581,0.6
801883584,0.8
829423934,0.8
837021441,0.9
850090489,0.8
852678883,1.0
782888693,0.8
884236793,0.8
869074233,0.8
891859154,0.7
751456979,0.9
847794925,0.8
878615288,0.9
751928130,0.9
775712744,0.7
764436931,0.9
805806304,0.9
723457712,0.9
873948484,0.7
862664479,0.9
849968809,1.0
789628257,0.9
734657771,0.9
796081992,0.9
839325156,0.9
789053265,0.7
784933472,0.8
882153034,0.9
832818400,1.0
721763472,1.0
730412439,0.9
750345667,0.9
870709187,0.8
868713041,0.8
851062229,0.9
824721804,0.9
801390776,0.8
847970445,0.8
836035098,1.0
792301962,0.9
797197631,0.9
870821891,0.8
803527589,0.8
750414738,0.9
877385871,0.8
809638810,1.0
748607418,0.9
792302563,0.8
762593129,0.9
788060462,0.6
813626166,0.8
877005957,1.0
876262048,0.8
801807305,0.8
736033966,0.9
780585823,0.8
890008399,0.9
738441697,0.9
786532952,0.9
732192122,0.8
717090941,0.9
738485448,0.9
748439015,0.8
713904265,0.9
833871083,0.9
791198236,0.7
836463676,0.9
779798975,0.9
840766670,0.7
767909761,0.9
778823592,0.8
731331029,0.9
840256429,0.8
764488779,0.8
796432762,0.9
849969492,0.8
796784987,1.0
801860081,0.9
730555992,0.8
848038597,0.9
855250277,0.9
824823760,1.0
729567551,0.9
877945126,1.0
759273316,1.0
768806181,0.9
855354740,0.9
848248439,0.8
854467280,0.9
724582325,0.7
836478969,1.0
820200209,0.9
838512733,0.7
739858618,0.8
847318025,0.9
741356183,0.8
800119516,0.9
850122740,0.9
728931463,0.9
895513420,1.0
826437363,0.8
818355825,1.0
865720636,0.9
796102031,0.8
839615464,0.9
801200824,0.9
895459537,1.0
844956048,0.7
873838342,0.8
809302561,0.7
840367382,0.9
840192210,1.0
721653020,0.8
758457208,0.8
748577823,1.0
825712723,0.9
826953259,0.8
872789911,1.0
758494205,1.0
824138219,0.7
867522090,0.9
723224246,1.0
874251468,0.8
875054237,1.0
792212867,1.0
812940862,1.0
848795408,1.0
733441717,0.8
810462426,0.8
874073136,0.7
866233790,0.7
866928158,0.6
801821960,0.9
849464208,0.8
835901080,0.9
731180330,1.0
798733005,0.9
754872852,0.7
880098360,1.0
836727352,0.9
846152840,0.8
830449895,0.7
732563825,0.9
760521204,0.9
856571912,0.7
768393362,0.8
878606598,0.8
806407843,0.8
848266475,0.9
801926059,0.9
839262474,0.9
823078986,0.9
885545934,0.8
865083382,0.8
855240857,0.7
762298933,0.9
740666664,0.9
889367193,0.8
847508581,1.0
765764782,0.9
831911678,1.0
783417428,0.9
855982877,1.0
836822750,1.0
828977100,0.9
880186378,0.9
803078321,0.8
840224276,0.9
846896336,0.8
821973128,0.0
840021072,0.8
788586962,0.7
864365444,0.9
880523569,0.9
742494456,0.9
877364000,0.9
787999222,0.6
785517555,0.7
856393669,0.9
849955929,1.0
895648057,1.0
758624526,1.0
824962188,0.7
836347299,0.9
848652794,0.9
858541206,0.8
844734271,0.9
867884093,0.9
846135874,0.9
872389839,0.9
778303387,0.9
742374573,0.9
770792288,1.0
740740159,0.8
791138821,0.9
814685530,1.0
846856811,0.9
800009361,0.8
826754793,0.8
773031848,0.8
887529237,0.8
723437944,0.9
807947524,0.8
776399910,0.8
850056547,0.9
845292956,0.9
811885481,0.7
778842594,0.9
765800897,0.7
868614283,1.0
776237508,0.9
744597683,1.0
779444625,0.7
834957567,0.9
846626851,0.8
785124646,0.8
835394783,0.9
754165170,0.9
895528902,0.9
797928766,0.9
821386901,0.7
862945610,0.9
812316428,0.9
780840866,0.9
844299698,0.8
780507351,1.0
876522279,0.9
722737630,0.9
878924329,0.8
865587371,0.9
877220937,0.9
765819545,0.9
718897554,1.0
877885803,0.8
869695001,0.8
775100602,0.8
859137984,1.0
754270253,0.9
851864610,0.8
867986666,0.9
770858180,0.9
835357872,0.9
778581785,0.9
847890697,0.8
775955456,0.8
868634112,0.6
869049331,0.8
748475310,0.8
875152470,1.0
804687652,0.8
835494893,0.7
770945115,1.0
836729425,0.7
739383734,1.0
874676894,0.9
872022656,0.9
831542632,0.9
754333020,1.0
828622771,0.8
798758292,0.8
856567758,1.0
834450381,0.9
775473075,0.9
802436044,0.8
837113694,1.0
868297131,0.8
870482920,0.9
787339730,0.9
780060840,1.0
785505261,0.8
764194213,0.9
867667655,0.9
829441534,0.9
793907348,0.8
849332352,0.9
738494118,1.0
715062730,0.9
798194114,1.0
881097320,0.9
795419237,0.8
851367312,0.8
764717044,0.8
847854293,0.9
884345091,0.9
843623332,0.9
780122775,0.9
788689509,0.9
740649596,0.9
754819078,1.0
846840029,0.6
881114040,0.9
771606107,0.9
836182042,0.7
808443549,0.8
810877156,0.8
758605319,0.9
887548150,0.9
850490181,0.9
853627865,0.9
797488040,1.0
836647257,0.7
797635676,0.9
785794885,0.8
838302205,0.8
828920669,1.0
861335655,0.2
882764448,0.8
861244909,0.8
731412419,0.8
779192037,0.7
847270345,0.8
865906753,0.9
875020448,0.9
831069470,1.0
810265745,1.0
837043491,0.7
839575152,0.8
799809336,0.9
790238442,1.0
857791944,0.9
735760264,0.9
876992940,0.8
834675994,0.7
835235053,0.7
788571735,0.8
892638099,0.9
850595060,0.6
824779242,1.0
836442700,0.9
878802922,0.7
775371037,1.0
871270514,1.0
804936918,0.9
842248561,0.9
807203836,0.9
797207490,0.3
781560387,1.0
864372563,0.9
848269118,0.9
878324862,1.0
807560383,0.9
740720555,1.0
718886871,1.0
722558641,1.0
802463688,0.9
790448819,0.9
861928753,0.8
776613849,0.9
748490865,1.0
818316151,0.95
895621156,0.8
889523062,0.7
803764959,0.9
795520622,0.9
783736695,0.9
756756647,0.8
865945493,0.9
834240768,0.9
721716033,0.9
847625711,0.8
889867816,0.9
801349209,0.8
860066081,1.0
814585437,0.8
840014324,0.8
843705717,0.8
773270327,0.8
880001158,0.8
793897971,1.0
852655335,0.9
825155019,0.8
804678893,0.9
898057013,0.9
855222439,0.9
848929685,0.9
740257735,0.9
795516823,0.8
825272050,0.9
776810929,0.8
715723419,0.9
721695075,1.0
787715607,1.0
839195005,0.9
879667149,1.0
822095869,0.9
847704465,1.0
820491242,0.9
798630710,0.3
884649484,0.8
827608606,0.6
813775637,1.0
807823339,0.6
775410809,0.8
872942011,0.9
836568121,0.8
836040045,1.0
844436902,0.9
748492236,0.8
883264226,0.9
792945379,0.7
796073213,1.0
785529556,0.6
847874740,1.0
777368057,0.9
837284420,1.0
754806917,0.9
885604039,1.0
833559172,0.8
737683433,0.8
744572145,0.9
889324055,0.7
771335393,1.0
885011131,0.95
835577974,0.9
731534762,0.9
804860194,1.0
884195898,0.9
872245760,0.8
850219977,0.9
806877149,0.8
794394006,0.8
724523930,1.0
750484907,0.9
877949705,0.9
731305947,0.9
738506998,0.9
833420318,1.0
842526649,0.8
780101173,0.9
877318197,1.0
837423074,0.6
847938790,0.8
764435495,1.0
846623174,0.9
855133539,0.8
715130793,0.8
789295902,0.9
746768591,0.7
810919079,0.9
828875694,0.9
809010821,0.9
791768328,0.9
818655435,0.8
756398601,0.9
832138182,0.7
823476812,0.8
829981427,0.9
874179178,1.0
884189544,1.0
825473140,0.8
801760855,1.0
806525682,1.0
869261520,0.9
821983383,0.9
727436797,0.7
858082651,0.9
831180323,0.8
809899469,0.8
740560697,0.9
875027967,0.8
845045084,0.8
791141719,0.8
836071642,0.9
836416610,0.8
846544590,0.9
868669925,0.8
792298840,0.8
841246145,0.9
795990436,0.8
760552648,0.7
865182359,0.8
727405478,0.8
865129306,0.9
834982815,0.7
890202172,1.0
882333299,0.9
891334968,0.7
882908399,0.8
862880207,0.8
778521945,0.8
798476671,1.0
781237715,0.8
744561752,1.0
738389033,0.8
748163333,0.9
883945788,1.0
887529084,0.8
847426876,0.9
842070719,0.8
727324699,0.7
831392200,0.9
847192311,0.9
888835541,0.9
768798364,1.0
731263171,1.0
826333172,0.9
850106930,1.0
815709441,1.0
818794321,0.8
779260489,0.8
764506610,1.0
842527095,1.0
854001616,0.8
820535260,1.0
855175968,1.0
817959215,0.9
822347964,0.9
848064335,0.8
775439521,1.0
821559336,0.9
868555050,1.0
837623572,0.8
778838586,0.9
795929478,0.9
855314271,1.0
759609489,0.9
872824355,0.9
792179328,0.8
838514496,0.9
865717294,0.9
818344005,0.7
883927384,0.8
768792700,0.9
858921289,1.0
872452666,0.9
740684643,0.9
846722194,0.8
874523196,0.9
774082627,1.0
874313548,0.9
810529515,0.8
864334135,0.8
727642177,1.0
831811725,0.8
752637400,0.9
797359893,1.0
817690274,0.7
760525412,0.8
812140963,0.8
868069957,0.8
718934983,0.8
854626745,0.9
731402422,0.7
860139119,0.8
872623982,0.9
779661353,0.9
731264053,0.9
852198956,0.9
840120963,0.7
774197017,0.9
790846045,0.9
791170308,0.7
835236685,0.8
850204071,1.0
798726062,0.8
778354726,1.0
776001059,0.9
878004262,0.9
861228596,0.9
865823446,0.9
849463994,1.0
891848829,0.8
853706298,0.8
786583518,1.0
839923252,0.8
726650545,0.8
795984548,0.9
780284590,1.0
789236482,0.9
871857661,0.8
744657157,0.9
852800579,0.9
883872634,0.8
859468998,1.0
857074810,0.8
718214978,0.8
868125808,0.6
843142815,1.0
801261073,0.8
851256450,0.8
842360810,0.9
789404950,0.9
793402967,0.8
856575483,0.9
768888409,0.9
731162751,0.8
837854638,1.0
786380871,
801908355,0.9
844732433,1.0
837645537,0.9
721628334,1.0
883445851,0.8
853417477,0.7
752868964,0.7
765662963,0.9
817750759,0.8
840439957,0.8
850193726,1.0
808624969,0.7
854404834,0.9
847457825,0.9
748106651,1.0
868205457,0.9
829143289,0.7
777703756,0.8
845319769,0.8
844234127,0.8
796816212,0.8
870671648,0.9
879607481,0.8
870712039,0.9
784377080,0.9
780396052,0.9
848693143,0.8
834458663,0.8
879995764,1.0
835927609,1.0
823086520,0.6
878591021,0.8
717094881,0.8
835582529,0.9
762339980,0.6
837327362,1.0
879664236,0.6
844480689,1.0
818274338,0.9
780138868,0.9
819203033,0.8
867467803,0.9
887465075,0.9
825029577,0.2
776213728,0.8
772954853,0.8
786614292,0.9
830613765,0.7
880322783,0.7
727977022,0.8
860004837,0.8
872485382,0.7
869608205,0.9
834455906,0.8
894122635,0.8
872194941,0.8
822978873,0.8
828746465,0.8
750504909,0.9
744648452,0.9
830880897,0.8
852829788,1.0
895785560,0.8
805395130,0.8
861282733,0.7
793200497,1.0
857368061,0.9
837866667,0.8
849993801,1.0
844463740,1.0
803636279,0.8
790511989,0.9
848801889,0.9
894035687,0.9
832941176,0.9
805583409,0.9
882368280,0.8
867275317,0.9
811916908,0.9
740781754,0.9
748651381,0.9
853369383,0.9
806492248,0.7
846504414,0.9
848842713,1.0
786822881,0.7
797375408,0.8
866798735,0.9
876326738,0.9
788287012,0.8
795867257,0.9
887537017,0.9
789095788,0.9
744563305,0.9
828606171,0.9
844989074,1.0
774447687,1.0
880584495,0.9
890972578,0.8
790154058,0.9
814583533,0.8
802163286,0.9
764566617,0.7
736011138,0.9
754231858,0.9
872258137,0.9
799936577,0.9
880257905,0.9
877750065,0.9
879564761,0.8
847917923,0.8
800750634,1.0
829672235,0.9
868292215,0.9
885415486,0.9
801849025,0.9
